1.600000000000000000e+01 1.000000000000000000e+00 4.883665106926966537e-01 1.768491624300012166e+00 3.895058825875245545e-01
1.200000000000000000e+01 1.000000000000000000e+00 8.049361435077327931e-01 2.468394094070400335e+00 1.804001044478651394e+00
1.800000000000000000e+01 1.000000000000000000e+00 8.455906814764705404e-01 7.678453262326262463e-01 1.404896726366604121e+00
1.100000000000000000e+01 1.000000000000000000e+00 4.182614723120251510e-01 2.561771840097972763e+00 1.877852008008010776e+00
1.400000000000000000e+01 1.000000000000000000e+00 3.383603541107317314e-01 1.858208355927691402e+00 5.293434325164801946e-01
1.900000000000000000e+01 1.000000000000000000e+00 4.490338599689331911e-01 1.653306712937600231e+00 1.494728801699333420e+00
6.000000000000000000e+01 1.000000000000000000e+00 2.663631692341362767e-01 1.626181498104816381e+00 2.112284121425572092e+00
5.300000000000000000e+01 1.000000000000000000e+00 3.238271200433953112e-01 1.877224306587980340e+00 1.167769151127819871e+00
1.100000000000000000e+01 1.000000000000000000e+00 4.624232703919709531e-01 2.647261106193639524e+00 2.006246438906738039e+00
5.100000000000000000e+01 1.000000000000000000e+00 5.008566962478027129e-01 1.617040264800732929e+00 2.715246010704733592e+00
5.200000000000000000e+01 1.000000000000000000e+00 5.080729244960564550e-01 1.664396498178177364e+00 2.817359768124463315e+00
2.000000000000000000e+01 1.000000000000000000e+00 3.936277922552654518e-01 1.141046662289242564e+00 8.726358968061117549e-01
1.900000000000000000e+01 1.000000000000000000e+00 4.617312097417790584e-01 1.524576516439278384e+00 2.583162180411131548e+00
1.000000000000000000e+01 1.000000000000000000e+00 5.728636951476846484e-01 1.612783178629510816e+00 8.746828014316557764e-01
1.600000000000000000e+01 1.000000000000000000e+00 6.148895773559714950e-01 1.596359536705201254e+00 6.693708672934642889e-01
2.100000000000000000e+01 1.000000000000000000e+00 7.816302326105453169e-01 2.583613618527881517e+00 1.672698650623927419e+00
1.700000000000000000e+01 1.000000000000000000e+00 5.068353901884303792e-01 1.693166925755009489e+00 6.448098647505126069e-01
1.200000000000000000e+01 1.000000000000000000e+00 3.703590757841419556e-01 2.785092681497587819e+00 1.753400386394185828e+00
9.000000000000000000e+00 1.000000000000000000e+00 4.583333333333333703e-01 2.085602281914706868e+00 9.078300905002577581e-01
1.400000000000000000e+01 1.000000000000000000e+00 5.595371532642083867e-01 1.477428918319303675e+00 1.741969461419645038e+00
1.600000000000000000e+01 1.000000000000000000e+00 4.246291190527837767e-01 1.306581503946973033e+00 2.120345503395005160e+00
1.300000000000000000e+01 1.000000000000000000e+00 6.412375821691020938e-01 1.395133544019960370e+00 2.490193872715192658e+00
1.000000000000000000e+01 1.000000000000000000e+00 4.707873358887874060e-01 1.520487558124962613e+00 2.252208917802593025e+00
2.200000000000000000e+01 1.000000000000000000e+00 3.991853318805365092e-01 1.567287936943655202e+00 2.542233010976941987e+00
1.200000000000000000e+01 1.000000000000000000e+00 3.636271126546778421e-01 1.650644863367284332e+00 8.082054617678441355e-01
1.400000000000000000e+01 1.000000000000000000e+00 5.812513840112518704e-01 1.757490636122677419e+00 6.775626893449506749e-01
1.900000000000000000e+01 1.000000000000000000e+00 4.227617283803005721e-01 1.981434200333857643e+00 2.299534725629571064e+00
1.600000000000000000e+01 1.000000000000000000e+00 4.883665106926966537e-01 1.768491624300012166e+00 3.895058825875245545e-01
4.000000000000000000e+01 1.000000000000000000e+00 3.662841795727751482e-01 2.799356741385293557e+00 1.604092446497245694e+00
3.600000000000000000e+01 1.000000000000000000e+00 5.433921922461288911e-01 1.898135878266865362e+00 2.059168930429481126e+00
2.200000000000000000e+01 1.000000000000000000e+00 4.077716942968557801e-01 1.676212259695461615e+00 2.453296483384500348e+00
1.600000000000000000e+01 1.000000000000000000e+00 5.064345830866185949e-01 1.666642936168954758e+00 1.339608012264682069e+00
7.200000000000000000e+01 1.000000000000000000e+00 2.185002933537167902e-01 1.306044163240836387e+00 3.898227595370923892e-01
